ID,Source (anecdote/research paper/additional data etc) ,Source info,Genus/species,Genus,Species,Subspecies,Common name,IUCN status ,Year,Month,Country,State/county,Town/city/NP,Road,Latitude,Longitude,Numbers ,Age,Sex,Date added
1517,Research paper,"Cunha H et al (2010). Roadkill of wild vertebrates along the GO-060 road between Goiânia and Iporá, Goiás State, Brazil. Acta Scientiarum. Biological Sciences, 32. ",Sapajus apella,Sapajus,apella,,Black-capped capuchin,LC,2004-2005,,Brazil,,between Goiânia and Iporá,GO-060,-16.537615,-50.557718,1,,,
1518,Database,https://www.inaturalist.org/observations/100135354,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,November,Malaysia,Langkawi,Kampung Kubang Badak,,6.416972,99.724148,1,,,
1519,Database,https://www.inaturalist.org/observations/100493045,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,November,Malaysia,Langkawi,Taman Awam Teluk Yu,,6.42149,99.778219,1,,,
1520,Database,https://www.inaturalist.org/observations/101698261,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,November,Malaysia,Langkawi,Padang Mat Sirat,,6.4348647,99.6976383,1,,,
1521,Database,https://www.inaturalist.org/observations/101880116,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,November,Malaysia,Langkawi,Padang Mat Sirat,,6.430121,99.725447,1,,,
1522,Database,https://www.inaturalist.org/observations/103292746,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,December,Malaysia,Kedah,Ayer Hangat,,6.421239,99.725203,1,,,
1523,Database,https://www.inaturalist.org/observations/103519902,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,December,Malaysia,Kedah,Ayer Hangat,,6.4206964,99.724564,1,,,
1524,Database,https://www.inaturalist.org/observations/103820391,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,December,Malaysia,Langkawi,Padang Mat Sirat,,6.426706,99.727904,1,,,
1525,Database,https://www.inaturalist.org/observations/98267495,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2021,October,Thailand,,,,6.4138766,99.7640894,1,,,
1526,Database,https://www.inaturalist.org/observations/70809070,Nycticebus coucang,Nycticebus,coucang,,Greater slow loris ,EN,2021,March,Malaysia,Negeri Sembilan,,,2.848858,102.334237,1,,,
1527,Database,https://www.inaturalist.org/observations/97198897,Pithecia chrysocephala,Pithecia,chrysocephala,,Golden-faced Saki,LC,2021,October,Brazil,Amazonas,Manaus,Av Cel Teixeira 04 - Ponta Negra,-3.0635022,-60.1012656,1,,,
1528,Database,https://www.inaturalist.org/observations/97360176,Pithecia chrysocephala,Pithecia,chrysocephala,,Golden-faced Saki,LC,2021,October,Brazil,Amazonas,Manaus,,-3.0705434,-60.0867548,1,,,
1529,Research paper,"Carvalho AS et al (2014). Large and medium-sized mammals of Carajás National Forest, Pará state, Brazil. Check List 10: 1-9.",Sapajus apella,Sapajus,apella,,Black-capped capuchin,LC,2008-2010,,Brazil,Pará,Carajás NF,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
1530,Database,https://www.inaturalist.org/observations/98334284,Pithecia chrysocephala,Pithecia,chrysocephala,,Golden-faced Saki,LC,2021,July,Brazil,Amazonas,Manaus,Estrada da Praia Dourada,-3.017708,-60.086438,1,,,
1531,Database,https://www.inaturalist.org/observations/98336091,Pithecia chrysocephala,Pithecia,chrysocephala,,Golden-faced Saki,LC,2021,July,Brazil,Amazonas,Manaus,Estrada da Praia Dourada,-3.0188564,-60.0855576,1,,,
1532,Database,https://www.inaturalist.org/observations/98333907,Saguinus bicolor,Saguinus,bicolor,,Brazilian bare-faced tamarin,CR,2021,September,Brazil,Amazonas,Manaus,,-3.0460232,-60.1233476,1,,,
1533,Database,https://www.inaturalist.org/observations/87944910,Saimiri oerstedii,Saimiri,oerstedii,,Black-crowned Central American squirrel monkey,EN,2021,July,Costa Rica,Puntarenas,,,9.5465975,-84.1929239,1,,,
1534,Database,https://www.inaturalist.org/observations/87981775,Saimiri oerstedii,Saimiri,oerstedii,,Black-crowned Central American squirrel monkey,EN,2021,July,Costa Rica,Puntarenas,,,9.4165329,-84.0243107,1,,,
1535,Database,https://www.inaturalist.org/observations/95294324,Saimiri oerstedii,Saimiri,oerstedii,,Black-crowned Central American squirrel monkey,EN,2021,August,Costa Rica,Puntarenas,,,8.5584881,-83.2671098,1,,,
1536,Database,https://fauna-atropellada.org.ar/,Sapajus nigritus,Sapajus,nigritus,,Black-tufted capuchin,NT,2021,July,Argentina,Misiones,Iguazu National park,12,-25.638644,-54.503818,1,adult,,
1537,Database,https://www.inaturalist.org/observations/101877166,Semnopithecus johnii,Semnopithecus,johnii,,Nilgiri langur,VU,2021,June,India,Tamil Nadu,,,10.2484206,76.8898242,1,,,
1538,Database,https://www.inaturalist.org/observations/94934523,Semnopithecus schistaceus,Semnopithecus,schistaceus,,Nepal Gray Langur,LC,2021,May,Nepal,Narayani,,,27.4329283,85.05005,1,,,
1539,Database,https://www.inaturalist.org/observations/100227201,Tarsius dentatus,Tarsius,dentatus,,Dian's tarsier,VU,2021,October,Indonesia,Sulawesi Tengah,,,-1.0537041,121.4443236,1,,,
1540,Research paper,"Kharismawan MK et al (2022). Identification and prevalence of soil-transmitted helminth eggs in Javan gibbon (Hylobates moloch) and Javan langur (Trachypithecus auratus) at Petungkriyono Forest, Central Java, Indonesia. Biodiversitas Journal of Biological Diversity, 23(9).",Trachypithecus auratus,Trachypithecus,auratus,,Ebony langur,VU,2021,February-September,Indonesia,,Petungkriyono,,-7.101582721,109.7265273,1,,,
1541,Database,https://www.inaturalist.org/observations/97629705,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2021,October,Malaysia,Langkawi,,,6.317686,99.8653033,1,,,
1542,Database,https://www.inaturalist.org/observations/102456074,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2021,December,Malaysia,Langkawi,,,6.3064219,99.7215284,1,,,
1543,Database,https://fauna-atropellada.org.ar/,Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2022,April,Argentina,Corrientes,,14,-28.768689,-56.372157,1,,,
1544,Anecdote,Luciana Oklander,Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2022,February,Argentina,Corrientes,San Carlos ,Ruta 12 National,-27.491551,-56.093483,1,Adult,Female,
1545,Anecdote,Luciana Oklander,Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2022,August,Argentina,Misiones,Candelaria ,Ruta 12 National,-27.466371,-55.712939,1,Adult,Female,
1546,Research paper,"Srbek-Araujo AC et al (2018). Do we underestimate the impact of roads on arboreal animals? Roadkill as an important threat to Chaetomys subspinosus (Mammalia: Rodentia). Biota Neotropica, 18. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032018000300501&nrm=iso",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2001-2015,,Brazil,Espírito Santo,,,-20.266667,-40.283333,1,,,
1547,Research paper,"Srbek-Araujo AC et al (2018). Do we underestimate the impact of roads on arboreal animals? Roadkill as an important threat to Chaetomys subspinosus (Mammalia: Rodentia). Biota Neotropica, 18. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032018000300501&nrm=iso",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2001-2015,,Brazil,Espírito Santo,,,-20.266667,-40.283333,1,,,
1548,Research paper,Medrano-Vizcaíno P et al (2022). First national assessment of wildlife mortality in Ecuador: an effort from citizens and academia to collect roadkill data at country scale. Authorea Preprints.,Alouatta palliata,Alouatta,palliata,,Mantled howler monkey,VU,2022,September,Ecuador,,Echeandia,,-1.436865,-79.277953,1,,,
1549,Database,https://www.inaturalist.org/observations/106928305,Alouatta pigra,Alouatta,pigra,,Yucatán black howler monkey,EN,2022,February,Mexico,Campeche,,,18.1061938,-92.0700169,1,,,
1550,Research paper,"Ferreira CMM et al (2014). Spatial variation of mammal road kills in a resting area in Espírito Santo State, southeast Brazil. Neotropical Biology and Conservation, 9: 125-133.",Sapajus robustus,Sapajus,robustus,,Crested capuchin,EN,2001-2006,,Brazil,Espírito Santo,,Rodovia do Sol,-20.60296,-40.42488,1,,,
1551,Research paper,"Ferreira CMM et al (2014). Spatial variation of mammal road kills in a resting area in Espírito Santo State, southeast Brazil. Neotropical Biology and Conservation, 9: 125-133.",Sapajus robustus,Sapajus,robustus,,Crested capuchin,EN,2001-2006,,Brazil,Espírito Santo,,Rodovia do Sol,-20.60296,-40.42488,1,,,
1552,Anecdote,Shrinivas Kadabagere,Semnopithecus sp.,Semnopithecus,sp.,,Grey langur,,2009-2020,,India,,,Two highways of Shimoga to Sagara and Shimoga to Thirthahalli,13.933333,75.566667,1,,,
1553,Anecdote,Shrinivas Kadabagere,Semnopithecus sp.,Semnopithecus,sp.,,Grey langur,,2009-2020,,India,,,Two highways of Shimoga to Sagara and Shimoga to Thirthahalli,13.933333,75.566667,1,,,
1554,Anecdote,Shrinivas Kadabagere,Semnopithecus sp.,Semnopithecus,sp.,,Grey langur,,2009-2020,,India,,,Two highways of Shimoga to Sagara and Shimoga to Thirthahalli,13.933333,75.566667,1,,,
1555,Anecdote,Shrinivas Kadabagere,Semnopithecus sp.,Semnopithecus,sp.,,Grey langur,,2009-2020,,India,,,Two highways of Shimoga to Sagara and Shimoga to Thirthahalli,13.933333,75.566667,1,,,
1556,Database,https://www.inaturalist.org/observations/142141530,Alouatta seniculus,Alouatta,seniculus,,Colombian red howler monkey,LC,2022,November,Brazil,Rondônia,Ji-Paraná,,-10.902017,-61.972446,1,,,
1557,News/social media,https://www.theyucatantimes.com/2022/02/two-endangered-spider-monkeys-become-roadkill-near-el-cuyo-yucatan/,Ateles geoffroyi,Ateles,geoffroyi,,Geoffroy's spider monkey,EN,2022,February,Mexico,,Samaria,Colonia Yucatan-El Cuyo Road,21.26018,-87.747815,2,,,
1558,Database,https://www.inaturalist.org/observations/135057682,Cebus imitator,Cebus,imitator,,Panamanian white-faced capuchin,VU,2022,September,Costa Rica,Puntarenas,Esparza,,9.90852,-84.669145,1,,,
1559,Database,https://www.inaturalist.org/observations/144012550,Cebus imitator,Cebus,imitator,,Panamanian white-faced capuchin,VU,2022,December,Costa Rica,Puntarenas,Osa,,9.2130646,-83.8246677,1,,,
1560,Database,https://www.inaturalist.org/observations/124704999,Cercopithecus mitis,Cercopithecus,mitis,,Samango monkey,LC,2022,July,South Africa,,Tzaneen,Farm 46.1 R71 Magoebaskloof road Tzaneen Magoebaskloof,-23.8650005,30.007558,1,,,
1561,Research paper,"Behera S & Borah J (2010). Mammal mortality due to road vehicles in Nagarjunasagar-Srisailam Tiger Reserve, Andhra Pradesh, India. Mammalia, 74. ",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,2001-2007,,India,,Nagarjunsagar-Srisailam Tiger Reserve,,16.3,78.983333,1,,,
1562,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1563,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1564,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1565,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1566,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1567,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1568,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1569,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1570,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1571,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1572,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1573,Research paper,"Rajpurohit LS & Sommer V (1991). Sex differences in mortality among langurs (Presbytis entellus) of Jodhpur, Rajasthan. Folia Primatologica, 56: 17–27",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,1983-1986,,India,Rajasthan,Jodhpur,,26.28,73.02,1,,,
1574,Database,https://www.inaturalist.org/observations/138409048,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2022,June,South Africa,Ramotshere Moiloa Local Municipality,,,-25.5230667,26.1566861,1,,,
1575,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1576,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1577,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1578,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1579,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1580,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1581,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1582,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1583,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1584,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1585,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1586,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1587,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1588,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1589,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1590,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1591,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1592,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1593,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1594,Research paper,"Hatti S & Mubeen H (2019). Roadkill of animals on the road passing from Kalaburagi to Chincholi, Karnataka, India. Journal of Threatened Taxa, 11: 13868-13874.",Semnopithecus hypoleucos,Semnopithecus,hypoleucos,,Southern plains grey langur ,LC,2015-2016,,India,Karnataka,Gulbarga,,17.329,76.825,1,,,
1595,Database,https://www.inaturalist.org/observations/138412286,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2022,May,South Africa,,"Groot Marico, 2850",,-25.5944138,26.3967037,1,,,
1596,Research paper,"Baskaran N & Boominathan D (2010). Road kill of animals by highway traffic in the tropical forests of Mudumalai Tiger Reserve, southern India. Journal of Threatened Taxa, 2: 753-759. ",Semnopithecus priam,Semnopithecus,priam,,Tufted grey langur,NT,1998-1999,,India,,Mudumalai National Park,,11.583333,76.55,1,,,
1597,Research paper,"Baskaran N & Boominathan D (2010). Road kill of animals by highway traffic in the tropical forests of Mudumalai Tiger Reserve, southern India. Journal of Threatened Taxa, 2: 753-759. ",Semnopithecus priam,Semnopithecus,priam,,Tufted grey langur,NT,1998-1999,,India,,Mudumalai National Park,,11.583333,76.55,1,,,
1598,Research paper,"Baskaran N & Boominathan D (2010). Road kill of animals by highway traffic in the tropical forests of Mudumalai Tiger Reserve, southern India. Journal of Threatened Taxa, 2: 753-759. ",Semnopithecus priam,Semnopithecus,priam,,Tufted grey langur,NT,1998-1999,,India,,Mudumalai National Park,,11.583333,76.55,1,,,
1599,Anecdote,Anon,Semnopithecus schistaceus,Semnopithecus,schistaceus,,Nepal gray langur,LC,,,India,Uttarakhand,Byasi,National highway 7 ,30.067444,78.490111,1,,,
1600,Anecdote,Anon,Semnopithecus schistaceus,Semnopithecus,schistaceus,,Nepal gray langur,LC,,,India,Uttarakhand,Byasi,National highway 7 ,30.067444,78.490111,1,,,
1601,Database,https://www.inaturalist.org/observations/110077520,Chlorocebus pygerythrus pygerythrus,Chlorocebus,pygerythrus,pygerythrus,Southern vervet monkey,LC,2022,February,South Africa,Ramotshere Moiloa Local Municipality,,,-25.5972786,26.3232822,1,,,
1602,Database,https://www.inaturalist.org/observations/130080934,Chlorocebus pygerythrus pygerythrus,Chlorocebus,pygerythrus,pygerythrus,Southern vervet monkey,LC,2022,August,South Africa,,Mogale City,,-25.8825198,27.5668142,1,,,
1603,Database,https://www.inaturalist.org/observations/138373605,Chlorocebus pygerythrus pygerythrus,Chlorocebus,pygerythrus,pygerythrus,Southern vervet monkey,LC,2022,April,South Africa,Kgetlengrivier Local Municipality,,,-25.7059232,27.0976254,1,,,
1604,Database,https://www.inaturalist.org/observations/140177990,Galago moholi,Galago,moholi,,Southern lesser galago,LC,2022,October,South Africa,Limpopo Province,Mopani,,-24.460238,31.0277323,1,,,
1605,Research paper,Medrano-Vizcaíno P et al (2022). First national assessment of wildlife mortality in Ecuador: an effort from citizens and academia to collect roadkill data at country scale. Authorea Preprints.,Leontocebus lagonotus,Leontocebus,lagonotus,,Red-mantle saddle-back tamarin,,2022,March,Ecuador,,Rio Negro,,-1.448968,-78.196728,1,,,
1606,Research paper,Medrano-Vizcaíno P et al (2022). First national assessment of wildlife mortality in Ecuador: an effort from citizens and academia to collect roadkill data at country scale. Authorea Preprints.,Leontocebus nigricollis,Leontocebus,nigricollis,,Black mantle tamarin,LC,2022,March,Ecuador,,El Dorado De Cascales,,0.071829,-77.23227,1,,,
1607,Database,https://www.inaturalist.org/observations/144550984,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2022,January,Indonesia,Sumatra,Jambi,,-1.610123,103.61312,1,,,
1608,Database,https://www.inaturalist.org/observations/121393925,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2022,June,Thailand,Prachuap Khiri Khan,Amphoe Kui Buri,,12.1276083,99.9529633,1,,,
1609,Database,https://www.inaturalist.org/observations/138739821,Nycticebus coucang,Nycticebus,coucang,,Greater slow loris ,EN,2022,October,Indonesia,Lampung,,,-5.3447252,104.7827275,1,,,
1610,Anecdote,Jo Leen Yap,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2016-2020,,Malaysia,,Penang,,5.4145,100.3292,1,,,
1611,Anecdote,Jo Leen Yap,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2016-2020,,Malaysia,,Penang,,5.4145,100.3292,1,,,
1612,Anecdote,Jo Leen Yap,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2016-2020,,Malaysia,,Penang,,5.4145,100.3292,1,,,
1613,Anecdote,Jo Leen Yap,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2016-2020,,Malaysia,,Penang,,5.4145,100.3292,1,,,
1614,Anecdote,Jo Leen Yap,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2016-2020,,Malaysia,,Penang,,5.4145,100.3292,1,,,
1615,Anecdote,Jo Leen Yap,Trachypithecus obscurus,Trachypithecus,obscurus,,Dusky langur,EN,2016-2020,,Malaysia,,Penang,,5.4145,100.3292,1,,,
1616,Database,https://www.inaturalist.org/observations/144792910,Nycticebus coucang,Nycticebus,coucang,,Greater slow loris ,EN,2022,November,Indonesia,Lampung,,,-5.2848202,104.712054,1,,,
1617,Database,https://www.inaturalist.org/observations/107233445,Otolemur crassicaudatus,Otolemur,crassicaudatus,,Thick-tailed greater galago,LC,2022,February,South Africa,Limpopo Province,,,-23.0954352,30.2832468,1,,,
1618,Database,https://www.inaturalist.org/observations/105259488,Otolemur garnettii kikuyuensis,Otolemur,garnettii,kikuyuensis,Kikuyu small-eared galago,LC,2022,January,Kenya,"Kikuyu Escarpment Forest, Kiambu",,,-0.9504883,36.6051967,1,,,
1619,Database,https://www.inaturalist.org/observations/144669873,Papio ursinus,Papio,ursinus,,Chacma Baboon,LC,2022,December,South Africa,Limpopo Province,Louis Trichardt,R523,-22.9072533,29.6080867,1,,,
1620,Research paper,"Iqbal M et al (2023). New ecological information on the little-known Sumatran endemics Black-and-white langur Presbytis bicolor Aimi & Bakar, 1992 (Primates: Cercopithecidae). Ecologica Montenegrina, 61: 16-30.",Presbytis bicolor,Presbytis,bicolor,,Black and white langur,VU,2022,January,Indonesia,,Lubuk Ruso,,-1.441078177,103.2356234,1,,,
